Title,Artist,Wikidata ID,Nationality or Origin,Gender
"""Thrift Shop""",Macklemore & Ryan Lewis featuring Wanz,Q16853301,United States of America,Unknown
"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,Q467423,United States of America,male
"""Radioactive""",Imagine Dragons,Q391348,United States of America,Unknown
"""Harlem Shake""",Baauer,Q4671711,United States of America,male
"""Can't Hold Us""",Macklemore & Ryan Lewis featuring Ray Dalton,Q16853301,United States of America,Unknown
"""Mirrors""",Justin Timberlake,Q43432,United States of America,male
"""Just Give Me a Reason""",Pink featuring Nate Ruess,Q160009,United States of America,female
"""When I Was Your Man""",Bruno Mars,Q1450,United States of America,male
"""Cruise""",Florida Georgia Line featuring Nelly,Q3644642,United States of America,Unknown
"""Roar""",Katy Perry,Q42493,United States of America,female
"""Locked Out of Heaven""",Bruno Mars,Q1450,United States of America,male
"""Ho Hey""",The Lumineers,Q496101,United States of America,Unknown
"""Stay""",Rihanna featuring Mikky Ekko,Q36844,Barbados,female
"""Get Lucky""",Daft Punk featuring Pharrell Williams,Q185828,France,Unknown
"""Royals""",Lorde,Q13476175,New Zealand,female
"""I Knew You Were Trouble""",Taylor Swift,Q26876,United States of America,female
"""We Can't Stop""",Miley Cyrus,Q4235,United States of America,genderfluid
"""Wrecking Ball""",Miley Cyrus,Q4235,United States of America,genderfluid
"""Wake Me Up""",Avicii,Q505476,Sweden,male
"""Suit & Tie""",Justin Timberlake featuring Jay-Z,Q43432,United States of America,male
"""Cups (Pitch Perfect's When I'm Gone)""",Anna Kendrick,Q67701,United States of America,female
"""Holy Grail""",Jay-Z featuring Justin Timberlake,Q62766,United States of America,male
"""Scream & Shout""",will.i.am featuring Britney Spears,Q185610,United States of America,male
"""Clarity""",Zedd featuring Foxes,Q21088,Russia,male
"""Sail""",Awolnation,Q66413,United States of America,Unknown
"""Don't You Worry Child""",Swedish House Mafia featuring John Martin,Q20709,Sweden,Unknown
"""Diamonds""",Rihanna,Q36844,Barbados,female
"""I Love It""",Icona Pop featuring Charli XCX,Q808703,Sweden,Unknown
"""Safe and Sound""",Capital Cities,Q5035696,United States of America,Unknown
"""Treasure""",Bruno Mars,Q1450,United States of America,male
"""The Way""",Ariana Grande featuring Mac Miller,Q151892,United States of America,female
"""Started from the Bottom""",Drake,Q33240,Canada,male
"""Come & Get It""",Selena Gomez,Q83287,United States of America,female
"""Hold On, We're Going Home""",Drake featuring Majid Jordan,Q33240,Canada,male
"""Daylight""",Maroon 5,Q182223,United States of America,Unknown
"""Feel This Moment""",Pitbull featuring Christina Aguilera,Q187844,United States of America,male
"""Applause""",Lady Gaga,Q19848,United States of America,female
"""One More Night""",Maroon 5,Q182223,United States of America,Unknown
"""Love Me""",Lil Wayne featuring Drake and Future,Q15615,United States of America,male
"""My Songs Know What You Did in the Dark (Light Em Up)""",Fall Out Boy,Q485811,United States of America,Unknown
"""Fuckin' Problems""","ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",Q129910,United States of America,male
"""Beauty and a Beat""",Justin Bieber featuring Nicki Minaj,Q34086,Canada,male
"""Same Love""",Macklemore & Ryan Lewis featuring Mary Lambert,Q16853301,United States of America,Unknown
"""Sweet Nothing""",Calvin Harris featuring Florence Welch,Q81637,Scotland,male
"""Summertime Sadness""",Lana Del Rey and Cédric Gervais,Q37150,United States of America,female
"""Home""",Phillip Phillips,Q219519,United States of America,male
"""It's Time""",Imagine Dragons,Q391348,United States of America,Unknown
"""Power Trip""",J. Cole featuring Miguel,Q204018,United States of America,male
"""Girl on Fire""",Alicia Keys featuring Nicki Minaj,Q121507,United States of America,female
"""Heart Attack""",Demi Lovato,Q41173,United States of America,genderfluid
"""Love Somebody""",Maroon 5,Q182223,United States of America,Unknown
"""I Will Wait""",Mumford & Sons,Q953918,United Kingdom,Unknown
"""Try""",Pink,Q160009,United States of America,female
"""Wagon Wheel""",Darius Rucker,Q445405,United States of America,male
"""Gangnam Style""",Psy,Q20150,South Korea,male
"""I Need Your Love""",Calvin Harris featuring Ellie Goulding,Q81637,Scotland,male
"""Die Young""",Kesha,Q33605,United States of America,female
"""Some Nights""",Fun,Q838984,United States of America,Unknown
"""Bad""",Wale featuring Tiara Thomas or Rihanna,Q458519,United States of America,male
"""Boys 'Round Here""",Blake Shelton featuring Pistol Annies and Friends,Q94831,United States of America,male
"""Gone, Gone, Gone""",Phillip Phillips,Q219519,United States of America,male
"""Demons""",Imagine Dragons,Q391348,United States of America,Unknown
"""Counting Stars""",OneRepublic,Q1438730,United States of America,Unknown
"""I Cry""",Flo Rida,Q213538,United States of America,male
"""Little Talks""",Of Monsters and Men,Q509702,Iceland,Unknown
"""The Other Side""",Jason Derulo,Q243639,United States of America,male
"""Berzerk""",Eminem,Q5608,United States of America,male
"""Catch My Breath""",Kelly Clarkson,Q483507,United States of America,female
"""Crash My Party""",Luke Bryan,Q166197,United States of America,male
"""Pour It Up""",Rihanna,Q36844,Barbados,female
"""22""",Taylor Swift,Q26876,United States of America,female
"""I Want Crazy""",Hunter Hayes,Q1042498,United States of America,male
"""The Fox (What Does the Fox Say?)""",Ylvis,Q640053,Norway,Unknown
"""Best Song Ever""",One Direction,Q146027,United Kingdom,Unknown
"""The A Team""",Ed Sheeran,Q47447,United Kingdom,male
"""Carry On""",Fun,Q838984,United States of America,Unknown
"""Highway Don't Care""",Tim McGraw featuring Taylor Swift and Keith Urban,Q356487,United States of America,male
"""That's My Kind of Night""",Luke Bryan,Q166197,United States of America,male
"""Swimming Pools (Drank)""",Kendrick Lamar,Q130798,United States of America,male
"""Sure Be Cool If You Did""",Blake Shelton,Q94831,United States of America,male
"""#Beautiful""",Mariah Carey featuring Miguel,Q41076,United States of America,female
"""Troublemaker""",Olly Murs featuring Flo Rida,Q552770,United Kingdom,male
"""Body Party""",Ciara,Q203223,United States of America,female
"""Adorn""",Miguel,Q73463,United States of America,male
"""Hall of Fame""",The Script featuring will.i.am,Q459585,Republic of Ireland,Unknown
"""Let Me Love You (Until You Learn to Love Yourself)""",Ne-Yo,Q193710,United States of America,male
"""U.O.E.N.O.""",Rocko featuring Future and Rick Ross,Q3437993,United States of America,male
"""Next to Me""",Emeli Sandé,Q470429,United Kingdom,female
"""Mama's Broken Heart""",Miranda Lambert,Q231233,United States of America,female
"""It Goes Like This""",Thomas Rhett,Q7793491,United States of America,male
"""Bugatti""",Ace Hood featuring Future and Rick Ross,Q340019,United States of America,male
"""Wanted""",Hunter Hayes,Q1042498,United States of America,male
"""Downtown""",Lady Antebellum,Q389870,United States of America,Unknown
"""Get Your Shine On""",Florida Georgia Line,Q3644642,United States of America,Unknown
"""#thatPower""",will.i.am featuring Justin Bieber,Q185610,United States of America,male
"""Brave""",Sara Bareilles,Q230445,United States of America,female
"""Let Her Go""",Passenger,Q653086,United Kingdom,male
"""Runnin' Outta Moonlight""",Randy Houser,Q1761995,United States of America,male
"""I'm Different""",2 Chainz,Q129668,United States of America,male
"""Still Into You""",Paramore,Q473466,United States of America,Unknown
